worker_id,site_id,first_name,last_name,role,department,employment_type,start_date
1917,11,Robin,Hart,Electrical Engineer,Logistics,Full-time,2022-07-25
1918,11,Kelly,Ryan,Safety Officer,Mining Operations,Full-time,2025-02-28
1919,11,Joseph,Nguyen,Drill & Blast Technician,Drill & Blast,Full-time,2021-10-27
1920,11,Christopher,Brooks,Electrical Engineer,Logistics,Full-time,2016-11-01
1921,11,Joseph,West,Geologist,Safety & Environment,FIFO,2025-04-29
1922,11,Mary,Diaz,Electrical Engineer,Drill & Blast,FIFO,2018-12-01
1923,11,Christine,King,Electrical Engineer,Engineering,Full-time,2025-05-09
1924,11,Deanna,Everett,Safety Officer,Engineering,Contractor,2017-02-13
1925,11,Andrea,Wilcox,Geologist,Maintenance,Contractor,2024-09-19
1926,11,Abigail,Thompson,Haul Truck Operator,Safety & Environment,Contractor,2022-10-15
1927,11,Laura,Zamora,Maintenance Technician,Processing,FIFO,2022-08-31
1928,11,Mark,Delacruz,Shift Supervisor,Safety & Environment,Full-time,2022-12-15
1929,11,Kimberly,Franklin,Underground Miner,Processing,Contractor,2018-04-30
1930,11,William,Lee,Processing Plant Operator,Maintenance,FIFO,2021-06-20
1931,11,Bill,Waller,Maintenance Technician,Mining Operations,Full-time,2018-03-10
1932,11,Hunter,Mcguire,Haul Truck Operator,Maintenance,FIFO,2025-12-13
1933,11,Mindy,Williams,Underground Miner,Engineering,FIFO,2016-12-28
1934,11,Nicole,Chambers,Maintenance Technician,Drill & Blast,Contractor,2019-04-10
1935,11,Carol,Perry,Geologist,Drill & Blast,Full-time,2016-07-22
1936,11,Kristen,Thompson,Underground Miner,Safety & Environment,Full-time,2022-12-29
1937,11,Stephanie,Meadows,Drill & Blast Technician,Processing,Full-time,2019-11-16
1938,11,Anita,Boyer,Geologist,Maintenance,Full-time,2017-04-11
1939,11,Adam,Mitchell,Maintenance Technician,Mining Operations,Contractor,2023-11-20
1940,11,John,White,Geologist,Maintenance,Contractor,2017-10-31
1941,11,Janice,Brown,Electrical Engineer,Engineering,Full-time,2024-10-14
1942,11,Christopher,Clark,Shift Supervisor,Engineering,FIFO,2017-09-17
1943,11,Charles,Greer,Geologist,Engineering,FIFO,2021-09-18
1944,11,Michelle,Montgomery,Geologist,Logistics,Full-time,2024-01-06
1945,11,Sarah,Rodriguez,Geologist,Safety & Environment,Full-time,2021-08-15
1946,11,Kathleen,Montgomery,Underground Miner,Engineering,Full-time,2016-11-16
1947,11,Amanda,Vega,Safety Officer,Safety & Environment,FIFO,2021-03-28
1948,11,Wendy,Gates,Surface Operator,Engineering,Contractor,2018-02-24
1949,11,Lynn,Murphy,Geologist,Mining Operations,Contractor,2017-04-20
1950,11,Cristina,Johnson,Safety Officer,Mining Operations,Full-time,2024-09-12
1951,11,David,Perez,Underground Miner,Processing,Contractor,2016-06-15
1952,11,Brittany,Hall,Drill & Blast Technician,Processing,Contractor,2018-10-29
1953,11,Dustin,Cook,Haul Truck Operator,Maintenance,Full-time,2023-05-31
1954,11,Lisa,Rodgers,Safety Officer,Safety & Environment,Contractor,2025-04-16
1955,11,Ann,Crawford,Geologist,Drill & Blast,Full-time,2018-09-03
1956,11,Alexis,Turner,Safety Officer,Processing,Contractor,2019-12-05
1957,11,Kayla,Sanchez,Drill & Blast Technician,Maintenance,Full-time,2017-07-18
1958,11,Lisa,Reeves,Shift Supervisor,Drill & Blast,Contractor,2017-11-02
1959,11,Gloria,Baker,Processing Plant Operator,Safety & Environment,Full-time,2026-02-24
1960,11,Alyssa,Stewart,Safety Officer,Drill & Blast,Full-time,2020-11-26
1961,11,Amy,Graham,Drill & Blast Technician,Engineering,Full-time,2020-10-27
1962,11,Sylvia,Garcia,Processing Plant Operator,Maintenance,Full-time,2023-09-06
1963,11,Brian,Johnson,Geologist,Maintenance,Contractor,2023-07-20
1964,11,Samuel,Tran,Processing Plant Operator,Maintenance,Full-time,2017-11-15
1965,11,Edward,Dillon,Maintenance Technician,Engineering,Full-time,2024-10-31
1966,11,Samuel,Mcdaniel,Geologist,Mining Operations,Full-time,2017-01-12
1967,11,Julia,Green,Safety Officer,Safety & Environment,Full-time,2024-06-02
1968,11,Ryan,Herrera,Haul Truck Operator,Processing,Full-time,2023-01-02
1969,11,Mark,Howard,Underground Miner,Engineering,Full-time,2018-11-07
1970,11,Jason,Cunningham,Electrical Engineer,Drill & Blast,FIFO,2022-09-14
1971,11,Pamela,Smith,Shift Supervisor,Drill & Blast,Full-time,2025-07-09
1972,11,Patricia,Decker,Underground Miner,Engineering,Full-time,2024-09-07
1973,11,Karen,Zamora,Electrical Engineer,Maintenance,Contractor,2021-09-22
1974,11,Kimberly,Cooper,Surface Operator,Mining Operations,Contractor,2025-10-09
1975,11,Kristine,Dyer,Haul Truck Operator,Drill & Blast,FIFO,2023-10-16
1976,11,Thomas,Flores,Maintenance Technician,Mining Operations,Full-time,2016-08-31
1977,11,Amanda,Blevins,Surface Operator,Processing,Full-time,2022-09-11
1978,11,Charles,Roach,Underground Miner,Processing,Full-time,2021-06-29
1979,11,Jose,Larson,Processing Plant Operator,Maintenance,Full-time,2018-01-07
1980,11,Samuel,Scott,Processing Plant Operator,Engineering,Full-time,2025-04-29
1981,11,Brittany,Lopez,Shift Supervisor,Drill & Blast,Contractor,2023-08-25
1982,11,Mark,Gillespie,Drill & Blast Technician,Logistics,Contractor,2021-10-16
1983,11,Brandon,Robinson,Underground Miner,Safety & Environment,Contractor,2021-06-16
1984,11,Brian,Kemp,Processing Plant Operator,Mining Operations,Full-time,2023-07-05
1985,11,Jamie,Adams,Underground Miner,Processing,Full-time,2025-07-05
1986,11,Mary,Smith,Geologist,Processing,Full-time,2023-01-25
1987,11,Thomas,Johnson,Underground Miner,Mining Operations,Full-time,2022-06-18
1988,11,Thomas,Wolfe,Maintenance Technician,Logistics,FIFO,2023-02-03
1989,11,William,Watts,Electrical Engineer,Engineering,Full-time,2018-06-11
1990,11,Christine,Long,Maintenance Technician,Engineering,FIFO,2022-11-28
1991,11,Cheryl,Brooks,Safety Officer,Maintenance,FIFO,2019-10-21
1992,11,Richard,Herrera,Processing Plant Operator,Logistics,Full-time,2017-02-16
1993,11,Elizabeth,Norman,Electrical Engineer,Safety & Environment,FIFO,2019-10-14
1994,12,Darren,Poole,Surface Operator,Maintenance,Full-time,2024-03-15
1995,12,Frank,Bailey,Shift Supervisor,Drill & Blast,FIFO,2022-12-26
1996,12,Ashley,Brown,Underground Miner,Mining Operations,Full-time,2023-03-31
1997,12,Ricky,Martinez,Processing Plant Operator,Processing,Full-time,2024-12-28
1998,12,Jose,Donovan,Safety Officer,Logistics,Full-time,2026-03-31
1999,12,Morgan,Bryan,Electrical Engineer,Logistics,Full-time,2018-01-30
2000,12,Matthew,Black,Maintenance Technician,Maintenance,FIFO,2018-07-11
2001,12,Jennifer,Conner,Processing Plant Operator,Processing,FIFO,2024-11-03
2002,12,Jessica,Waters,Maintenance Technician,Safety & Environment,FIFO,2021-05-22
2003,12,Peter,Farmer,Underground Miner,Drill & Blast,FIFO,2021-01-15
2004,12,Victor,Vaughn,Haul Truck Operator,Maintenance,Full-time,2025-03-01
2005,12,James,Rogers,Safety Officer,Logistics,Full-time,2020-05-10
2006,12,Stephanie,Miles,Safety Officer,Drill & Blast,FIFO,2024-07-02
2007,12,Tom,Lopez,Geologist,Engineering,Contractor,2017-02-10
2008,12,Katherine,Richards,Haul Truck Operator,Safety & Environment,Full-time,2021-01-20
2009,12,Kelly,Vega,Drill & Blast Technician,Safety & Environment,FIFO,2025-12-11
2010,12,Carla,Mcdaniel,Geologist,Processing,Full-time,2022-11-10
2011,12,Meghan,Adams,Drill & Blast Technician,Maintenance,Contractor,2018-10-28
2012,12,Stephanie,Costa,Geologist,Drill & Blast,Contractor,2017-03-29
2013,12,Cassandra,Fisher,Haul Truck Operator,Engineering,Full-time,2017-12-05
2014,12,Eric,Carter,Processing Plant Operator,Maintenance,Full-time,2023-08-02
2015,12,Heidi,Pope,Drill & Blast Technician,Logistics,FIFO,2017-10-19
2016,12,Tina,Mitchell,Drill & Blast Technician,Processing,Full-time,2019-10-05
2017,12,Deanna,Griffin,Processing Plant Operator,Logistics,Full-time,2022-08-17
2018,12,Christopher,Calhoun,Electrical Engineer,Engineering,FIFO,2019-04-17
2019,12,Heather,Mckenzie,Underground Miner,Engineering,Full-time,2023-12-10
2020,12,Vanessa,Shepherd,Safety Officer,Safety & Environment,Full-time,2021-04-10
2021,12,Jordan,Berg,Maintenance Technician,Maintenance,Contractor,2023-05-06
2022,12,Anthony,Roberts,Surface Operator,Maintenance,Full-time,2021-03-28
2023,12,Stephanie,Fernandez,Geologist,Drill & Blast,Full-time,2022-07-27
2024,12,Casey,Martinez,Geologist,Drill & Blast,Full-time,2024-05-31
2025,12,Julie,Floyd,Haul Truck Operator,Maintenance,Contractor,2022-07-14
2026,12,Nathan,Martin,Electrical Engineer,Mining Operations,Contractor,2025-03-12
2027,12,Barbara,Chambers,Shift Supervisor,Maintenance,Contractor,2017-05-16
2028,12,Traci,Thomas,Geologist,Safety & Environment,Contractor,2019-11-07
2029,12,Stephanie,Jones,Electrical Engineer,Maintenance,FIFO,2019-06-05
2030,12,David,Contreras,Shift Supervisor,Safety & Environment,Full-time,2018-08-17
2031,12,Michelle,Davis,Haul Truck Operator,Maintenance,Full-time,2019-07-17
2032,12,Joshua,Johnson,Underground Miner,Processing,FIFO,2018-06-19
2033,12,Antonio,Castro,Haul Truck Operator,Logistics,Contractor,2017-09-25
2034,12,Timothy,Hart,Haul Truck Operator,Engineering,Full-time,2020-07-04
2035,12,Kyle,Bell,Drill & Blast Technician,Safety & Environment,FIFO,2019-05-06
2036,12,Jason,Mullins,Shift Supervisor,Logistics,Full-time,2017-07-16
2037,12,Lindsay,Woodard,Shift Supervisor,Maintenance,Full-time,2020-01-09
2038,12,Brandon,Mata,Underground Miner,Drill & Blast,Contractor,2023-05-30
2039,12,Paul,Murphy,Safety Officer,Logistics,Full-time,2024-06-22
2040,12,Robert,Ayala,Geologist,Logistics,Contractor,2025-05-04
2041,12,Judy,Saunders,Processing Plant Operator,Drill & Blast,Contractor,2024-09-13
2042,12,Shawn,Long,Underground Miner,Drill & Blast,Full-time,2019-04-11
2043,12,Natalie,Oliver,Shift Supervisor,Engineering,FIFO,2020-04-14
2044,12,Cynthia,Hill,Haul Truck Operator,Drill & Blast,Contractor,2017-08-09
2045,12,Zachary,Huber,Underground Miner,Drill & Blast,Full-time,2022-12-03
2046,12,Robin,Johnson,Underground Miner,Maintenance,Full-time,2024-09-16
2047,12,Patricia,Stone,Safety Officer,Processing,Contractor,2018-08-17
2048,12,Randy,Martin,Maintenance Technician,Safety & Environment,Full-time,2024-12-05
2049,12,Scott,Miller,Maintenance Technician,Drill & Blast,FIFO,2016-06-13
2050,12,Michele,Mcconnell,Processing Plant Operator,Maintenance,Full-time,2017-05-28
2051,12,Misty,Camacho,Shift Supervisor,Mining Operations,Contractor,2018-07-25
2052,12,Michael,Hill,Surface Operator,Maintenance,Contractor,2025-11-29
2053,12,John,Turner,Processing Plant Operator,Maintenance,Full-time,2016-12-31
2054,12,Melanie,Wilson,Electrical Engineer,Safety & Environment,Full-time,2022-07-04
2055,12,Kayla,Cox,Shift Supervisor,Drill & Blast,FIFO,2022-09-13
2056,12,Natasha,Carroll,Haul Truck Operator,Safety & Environment,Full-time,2026-01-20
2057,12,William,Peterson,Electrical Engineer,Logistics,Contractor,2018-03-26
2058,12,Matthew,Turner,Drill & Blast Technician,Logistics,Contractor,2016-10-05
2059,12,Christopher,Ross,Surface Operator,Mining Operations,Contractor,2024-05-11
2060,12,Timothy,Perkins,Electrical Engineer,Mining Operations,Contractor,2018-02-07
2061,12,Lori,Erickson,Safety Officer,Logistics,Contractor,2021-07-10
2062,12,Kylie,Green,Processing Plant Operator,Drill & Blast,FIFO,2020-03-19
2063,12,Kyle,Parker,Safety Officer,Drill & Blast,Full-time,2020-08-09
2064,12,Glenn,Reed,Drill & Blast Technician,Processing,Contractor,2021-12-16
2065,12,Elizabeth,Baker,Drill & Blast Technician,Maintenance,FIFO,2024-04-06
2066,12,Mary,Davila,Drill & Blast Technician,Engineering,Contractor,2022-03-27
2067,12,Karen,Patton,Safety Officer,Processing,Full-time,2022-02-24
2068,12,Jeremiah,Jones,Shift Supervisor,Processing,Contractor,2016-06-29
2069,12,Joseph,White,Surface Operator,Maintenance,FIFO,2020-01-02
2070,12,Eric,Kim,Underground Miner,Drill & Blast,Contractor,2016-08-19
2071,12,Jessica,West,Underground Miner,Safety & Environment,Full-time,2017-01-22
2072,12,Tiffany,Hart,Shift Supervisor,Drill & Blast,FIFO,2024-01-25
2073,12,Kevin,Dunlap,Geologist,Safety & Environment,Full-time,2025-06-22
2074,12,Donald,Tyler,Geologist,Logistics,Full-time,2022-03-10
2075,12,Matthew,Brown,Safety Officer,Safety & Environment,Full-time,2019-02-18
2076,12,Tara,Lambert,Geologist,Mining Operations,Full-time,2019-05-21
2077,12,Matthew,Leach,Processing Plant Operator,Processing,Contractor,2025-12-17
2078,12,Charles,Blanchard,Processing Plant Operator,Engineering,FIFO,2024-10-21
2079,12,Tara,Arnold,Underground Miner,Maintenance,Full-time,2019-03-16
2080,12,Eugene,Dudley,Electrical Engineer,Mining Operations,Full-time,2025-07-03
2081,12,Martin,Gregory,Underground Miner,Logistics,Contractor,2019-07-26
2082,12,David,Thornton,Geologist,Processing,Full-time,2023-04-18
2083,12,Benjamin,Hubbard,Surface Operator,Mining Operations,Full-time,2018-07-19
2084,12,David,Garcia,Drill & Blast Technician,Maintenance,Contractor,2017-10-31
2085,12,Daniel,King,Geologist,Logistics,Contractor,2021-11-26
2086,12,Jeffrey,Simmons,Geologist,Drill & Blast,Contractor,2025-02-09
2087,12,Sara,Irwin,Drill & Blast Technician,Safety & Environment,Contractor,2025-06-25
2088,12,Dave,Page,Electrical Engineer,Mining Operations,Full-time,2024-11-24
2089,12,Bryan,Norris,Maintenance Technician,Processing,Full-time,2019-02-11
2090,12,Christopher,Vega,Safety Officer,Engineering,Full-time,2022-08-15
2091,12,Melissa,Davidson,Safety Officer,Engineering,Contractor,2018-10-25
2092,12,Danielle,Smith,Maintenance Technician,Safety & Environment,Full-time,2019-11-11
2093,12,Erin,Kim,Maintenance Technician,Processing,Contractor,2025-02-20
2094,12,Matthew,Hicks,Processing Plant Operator,Maintenance,Contractor,2022-07-15
2095,12,Jennifer,Barnes,Geologist,Mining Operations,Full-time,2023-01-20
2096,12,Michael,Kaiser,Processing Plant Operator,Mining Operations,Full-time,2019-02-18
2097,12,Cheryl,Thompson,Geologist,Engineering,FIFO,2019-10-15
2098,12,Kathleen,Rodriguez,Maintenance Technician,Safety & Environment,Contractor,2019-01-17
2099,12,Stephen,Brown,Electrical Engineer,Processing,Contractor,2019-12-27
2100,12,Eric,Bell,Geologist,Processing,FIFO,2020-05-23
2101,12,Marie,Jones,Geologist,Drill & Blast,Full-time,2016-10-16
2102,12,Tiffany,Jones,Shift Supervisor,Safety & Environment,FIFO,2016-11-19
2103,12,Brandon,Nunez,Geologist,Maintenance,Contractor,2026-05-11
2104,12,Sarah,Gutierrez,Haul Truck Operator,Mining Operations,Full-time,2022-10-18
2105,12,Vicki,Kemp,Shift Supervisor,Logistics,Contractor,2021-12-04
2106,12,Tyler,Brewer,Haul Truck Operator,Engineering,Contractor,2019-04-27
2107,12,Duane,Wong,Safety Officer,Safety & Environment,Full-time,2023-09-12
2108,12,Tiffany,Dominguez,Electrical Engineer,Drill & Blast,FIFO,2026-01-30
2109,12,Joshua,Johnson,Haul Truck Operator,Mining Operations,Contractor,2018-12-14
2110,12,Andrew,Jones,Maintenance Technician,Processing,Contractor,2017-07-11
2111,12,Vincent,Bell,Maintenance Technician,Processing,Contractor,2021-03-26
2112,12,Melissa,Mcdonald,Electrical Engineer,Engineering,Full-time,2019-07-10
2113,12,Andrew,Andrade,Electrical Engineer,Processing,Full-time,2020-08-31
2114,12,Joshua,Michael,Geologist,Drill & Blast,FIFO,2022-05-31
2115,12,Karen,Kline,Drill & Blast Technician,Maintenance,Full-time,2018-01-23
2116,12,Ashley,Wilson,Electrical Engineer,Logistics,Full-time,2019-10-30
2117,12,Megan,Williams,Shift Supervisor,Engineering,Full-time,2024-10-08
2118,12,Laura,Rodriguez,Drill & Blast Technician,Safety & Environment,Full-time,2023-06-10
2119,12,Marissa,Taylor,Shift Supervisor,Engineering,Contractor,2022-04-16
2120,12,Jason,Torres,Electrical Engineer,Safety & Environment,Contractor,2021-11-22
2121,12,Ernest,Acosta,Safety Officer,Logistics,Full-time,2018-03-17
2122,12,Deborah,Jacobson,Processing Plant Operator,Processing,Contractor,2020-07-06
2123,12,Caroline,Williams,Electrical Engineer,Drill & Blast,Contractor,2020-07-15
2124,12,Nicholas,Payne,Haul Truck Operator,Drill & Blast,Contractor,2026-02-24
2125,12,Mary,Burton,Electrical Engineer,Mining Operations,FIFO,2020-05-31
2126,12,Ashley,Thomas,Maintenance Technician,Engineering,Full-time,2021-09-19
2127,12,John,Robinson,Safety Officer,Logistics,Contractor,2020-04-21
2128,12,William,Johnson,Drill & Blast Technician,Drill & Blast,Contractor,2022-03-20
2129,12,Melinda,Melton,Drill & Blast Technician,Drill & Blast,Full-time,2018-07-01
2130,12,Elizabeth,Porter,Maintenance Technician,Logistics,FIFO,2021-01-11
2131,12,Tina,Espinoza,Underground Miner,Processing,Full-time,2016-07-23
2132,12,Margaret,Campbell,Shift Supervisor,Maintenance,Full-time,2026-01-15
2133,12,William,Dickerson,Maintenance Technician,Maintenance,Contractor,2025-05-11
2134,12,Erik,Acosta,Drill & Blast Technician,Mining Operations,Full-time,2018-10-03
2135,12,Stephanie,Lee,Underground Miner,Engineering,Full-time,2021-02-24
2136,12,Luis,Benton,Surface Operator,Safety & Environment,Contractor,2018-04-23
2137,12,Rachel,Johnson,Shift Supervisor,Drill & Blast,Full-time,2022-01-06
2138,12,Marie,Lang,Electrical Engineer,Safety & Environment,Contractor,2024-11-08
2139,12,Chad,Jenkins,Processing Plant Operator,Processing,Contractor,2024-03-15
2140,12,Johnny,Alexander,Drill & Blast Technician,Engineering,FIFO,2020-03-12
2141,12,Omar,Mcdonald,Processing Plant Operator,Logistics,FIFO,2017-01-11
2142,12,Kendra,Lee,Haul Truck Operator,Logistics,Full-time,2018-11-11
2143,12,Lydia,Griffin,Safety Officer,Logistics,FIFO,2021-09-27
2144,12,Jennifer,Rogers,Surface Operator,Mining Operations,Full-time,2020-06-15
2145,12,James,Brewer,Underground Miner,Logistics,FIFO,2023-02-13
2146,12,Linda,Hughes,Surface Operator,Processing,Full-time,2016-09-30
2147,12,Dustin,Warren,Underground Miner,Mining Operations,Contractor,2018-03-16
2148,12,Melissa,Alexander,Maintenance Technician,Mining Operations,Contractor,2023-05-12
2149,12,Kimberly,Dougherty,Maintenance Technician,Logistics,FIFO,2021-07-06
2150,12,Stacey,Durham,Electrical Engineer,Maintenance,Full-time,2020-04-22
2151,12,Rachael,Fritz,Maintenance Technician,Drill & Blast,Full-time,2017-09-28
2152,12,Elizabeth,Wyatt,Shift Supervisor,Logistics,Full-time,2019-02-04
2153,12,Jeffrey,Becker,Drill & Blast Technician,Maintenance,Full-time,2023-01-22
2154,12,Katherine,Anderson,Underground Miner,Drill & Blast,Contractor,2022-05-02
2155,12,Raymond,Smith,Surface Operator,Maintenance,Contractor,2023-05-18
2156,12,Sarah,Peterson,Processing Plant Operator,Processing,Full-time,2017-01-20
2157,12,Heidi,Sanford,Maintenance Technician,Drill & Blast,Full-time,2022-10-07
2158,12,Jamie,Lee,Surface Operator,Processing,Contractor,2026-01-28
2159,12,Ashley,Graham,Electrical Engineer,Drill & Blast,Full-time,2023-05-31
2160,12,Catherine,Hamilton,Drill & Blast Technician,Mining Operations,Full-time,2017-07-06
2161,12,Gina,Walsh,Underground Miner,Mining Operations,Full-time,2023-02-03
2162,12,Mason,Gonzales,Surface Operator,Safety & Environment,Full-time,2020-05-07
2163,12,Michael,Johnson,Geologist,Drill & Blast,Contractor,2022-12-26
2164,12,Ashley,Frazier,Shift Supervisor,Drill & Blast,Full-time,2020-01-21
2165,12,Leonard,Morales,Electrical Engineer,Engineering,Full-time,2023-11-22
2166,12,Molly,Sparks,Processing Plant Operator,Mining Operations,FIFO,2018-11-21
2167,12,Meghan,Avila,Shift Supervisor,Drill & Blast,Full-time,2020-10-03
2168,12,Scott,Herman,Shift Supervisor,Mining Operations,Full-time,2026-03-05
2169,12,Jeremiah,Waller,Shift Supervisor,Safety & Environment,Full-time,2021-12-18
2170,12,Troy,Jackson,Haul Truck Operator,Maintenance,FIFO,2018-11-14
2171,12,Jessica,Green,Geologist,Processing,FIFO,2019-09-09
2172,12,Kyle,Thomas,Safety Officer,Maintenance,Contractor,2016-07-11
2173,12,Dennis,Valencia,Electrical Engineer,Engineering,FIFO,2021-01-04
2174,12,Linda,Rogers,Electrical Engineer,Safety & Environment,Full-time,2020-08-03
2175,12,William,Wallace,Surface Operator,Safety & Environment,Full-time,2022-01-03
2176,12,James,Kane,Shift Supervisor,Safety & Environment,FIFO,2025-07-04
2177,12,Brian,Brown,Maintenance Technician,Engineering,Full-time,2022-05-20
2178,12,Lori,Wiley,Geologist,Maintenance,Contractor,2024-01-24
2179,12,Randy,Whitney,Safety Officer,Engineering,Contractor,2024-02-25
2180,12,Steven,May,Surface Operator,Processing,Contractor,2025-05-14
2181,12,Timothy,King,Surface Operator,Engineering,Full-time,2022-03-23
2182,12,Karen,Newton,Shift Supervisor,Safety & Environment,Contractor,2021-01-06
2183,12,Patrick,Murphy,Haul Truck Operator,Drill & Blast,Full-time,2018-07-15
2184,12,Gregory,Morrison,Drill & Blast Technician,Safety & Environment,Full-time,2023-04-02
2185,12,Kevin,Frazier,Electrical Engineer,Maintenance,FIFO,2018-05-05
2186,12,Ronnie,Cordova,Geologist,Safety & Environment,Contractor,2024-07-20
2187,12,Patricia,Robinson,Safety Officer,Drill & Blast,Contractor,2017-12-17
2188,12,Catherine,Taylor,Processing Plant Operator,Logistics,Full-time,2020-06-05
2189,12,Michael,Diaz,Surface Operator,Logistics,FIFO,2021-08-29
2190,12,Sean,Hess,Geologist,Engineering,Full-time,2018-01-22
2191,12,Robert,Coleman,Geologist,Drill & Blast,Full-time,2021-05-15
2192,12,Philip,Parks,Processing Plant Operator,Mining Operations,FIFO,2024-09-01
2193,12,Chris,Smith,Drill & Blast Technician,Processing,FIFO,2025-03-23
2194,12,Katherine,Carney,Surface Operator,Drill & Blast,Full-time,2019-03-05
2195,12,Shannon,Peterson,Geologist,Engineering,FIFO,2021-01-19
2196,12,Stacey,Johnson,Electrical Engineer,Safety & Environment,Contractor,2025-07-29
2197,12,Margaret,Walsh,Underground Miner,Mining Operations,Full-time,2016-06-28
2198,12,Katelyn,Rodriguez,Drill & Blast Technician,Drill & Blast,FIFO,2025-08-02
2199,12,Amanda,Nelson,Underground Miner,Engineering,Full-time,2024-05-19
2200,12,Brett,Anderson,Drill & Blast Technician,Safety & Environment,Contractor,2018-07-02
2201,12,Leslie,Deleon,Safety Officer,Drill & Blast,Contractor,2019-10-05
2202,12,Stephen,Hill,Haul Truck Operator,Maintenance,Contractor,2025-04-22
2203,12,Patrick,Robertson,Electrical Engineer,Processing,Contractor,2019-08-26
2204,12,Joseph,Shepherd,Maintenance Technician,Safety & Environment,Contractor,2025-04-01
2205,12,Thomas,Caldwell,Electrical Engineer,Mining Operations,Contractor,2019-01-29
2206,12,Samuel,White,Geologist,Drill & Blast,Full-time,2025-08-23
2207,12,Zachary,Wallace,Drill & Blast Technician,Engineering,Full-time,2021-03-23
2208,12,Stacey,West,Electrical Engineer,Drill & Blast,FIFO,2026-05-20
2209,12,Mary,Gilbert,Underground Miner,Logistics,Contractor,2025-08-14
2210,13,Gregory,Williams,Surface Operator,Engineering,Full-time,2025-06-25
2211,13,Kevin,Wood,Underground Miner,Maintenance,Full-time,2021-07-23
2212,13,Scott,Parker,Geologist,Safety & Environment,Contractor,2022-07-15
2213,13,Phillip,Le,Safety Officer,Safety & Environment,Full-time,2019-12-01
2214,13,Monica,Davis,Processing Plant Operator,Maintenance,Contractor,2024-03-31
2215,13,Brandon,Hanna,Shift Supervisor,Maintenance,Full-time,2026-02-01
2216,13,Jean,Davis,Safety Officer,Engineering,FIFO,2021-03-12
2217,13,Ronald,Pacheco,Safety Officer,Maintenance,Full-time,2023-02-18
2218,13,William,Price,Drill & Blast Technician,Maintenance,Full-time,2025-01-12
2219,13,Philip,Fleming,Underground Miner,Maintenance,Contractor,2024-03-12
2220,13,Jonathan,Christian,Shift Supervisor,Logistics,Full-time,2023-08-31
2221,13,Brian,Wells,Drill & Blast Technician,Mining Operations,Full-time,2020-07-10
2222,13,Benjamin,Daugherty,Safety Officer,Engineering,Full-time,2021-10-17
2223,13,Nicole,Matthews,Geologist,Safety & Environment,Contractor,2022-08-12
2224,13,Christina,Bridges,Shift Supervisor,Drill & Blast,Full-time,2022-01-17
2225,13,Matthew,Wiley,Shift Supervisor,Safety & Environment,Full-time,2021-07-06
2226,13,Michael,Wise,Drill & Blast Technician,Safety & Environment,Contractor,2025-01-14
2227,13,Sharon,Parker,Geologist,Safety & Environment,FIFO,2023-04-19
2228,13,Lisa,Thomas,Haul Truck Operator,Logistics,Contractor,2016-09-29
2229,13,Tyler,Patel,Safety Officer,Drill & Blast,Contractor,2026-03-23
2230,13,Stephanie,Davis,Underground Miner,Mining Operations,Contractor,2023-02-08
2231,13,Yolanda,Ross,Electrical Engineer,Mining Operations,Contractor,2026-02-02
2232,13,Sarah,Gray,Surface Operator,Maintenance,Contractor,2021-09-15
2233,13,Kevin,Carson,Processing Plant Operator,Engineering,FIFO,2024-02-14
2234,13,Gregory,Paul,Maintenance Technician,Safety & Environment,Contractor,2021-03-21
2235,13,Misty,Henderson,Processing Plant Operator,Drill & Blast,Full-time,2019-01-28
2236,13,Carolyn,Carson,Shift Supervisor,Logistics,Contractor,2017-11-21
2237,13,Lucas,Galloway,Surface Operator,Logistics,Contractor,2020-08-17
2238,13,Karen,Vincent,Geologist,Processing,Contractor,2025-11-25
2239,13,John,Porter,Electrical Engineer,Drill & Blast,Contractor,2026-03-10
2240,13,Matthew,Walker,Shift Supervisor,Safety & Environment,Contractor,2017-04-20
2241,13,Megan,Bauer,Shift Supervisor,Drill & Blast,Contractor,2021-09-04
2242,13,Margaret,Le,Safety Officer,Processing,FIFO,2018-04-03
2243,13,Joseph,Wilson,Maintenance Technician,Processing,Full-time,2017-01-06
2244,13,Raymond,Cooper,Geologist,Logistics,Full-time,2024-06-29
2245,13,Mary,Herman,Geologist,Processing,Full-time,2017-12-14
2246,13,Daniel,Duffy,Shift Supervisor,Drill & Blast,Full-time,2024-04-07
2247,13,Karen,Newton,Underground Miner,Logistics,FIFO,2020-12-27
2248,13,Jeremy,Carter,Geologist,Mining Operations,Full-time,2023-08-30
2249,13,Olivia,Page,Surface Operator,Maintenance,Contractor,2021-08-24
2250,13,Jennifer,Fowler,Maintenance Technician,Processing,Full-time,2021-03-13
2251,13,Cheryl,Mason,Maintenance Technician,Processing,FIFO,2023-12-11
2252,13,Cindy,Stanton,Underground Miner,Logistics,Full-time,2016-06-02
2253,13,Mark,Henry,Drill & Blast Technician,Drill & Blast,Contractor,2025-11-03
2254,13,Randy,Fischer,Shift Supervisor,Processing,FIFO,2023-04-29
2255,13,Emily,Jones,Maintenance Technician,Engineering,Contractor,2026-01-15
2256,13,Carla,Stewart,Shift Supervisor,Maintenance,Contractor,2019-02-10
2257,13,Deborah,Manning,Underground Miner,Processing,FIFO,2021-05-02
2258,13,Nicole,Collins,Drill & Blast Technician,Drill & Blast,FIFO,2021-09-07
